id_field,crop_season,village,soil,area,tillage_system,CA_year,x24d,glypho,manure,urea,npk,nitrogen,rain_sow,rain_flow,rain_cycle,rain_year,yield,tillage_ca,tillage_till,village_grouped,village_Ambohimiarina,village_Ambohitsilaozana,village_Ambongabe,village_Ampitatsimo,village_Antsahamamy,soil_hillside,soil_lowland,CA_year_num,x24d_bin,glypho_bin,interaction_till_rain_sow,interaction_ca_rain_sow,interaction_till_rain_flow,interaction_ca_rain_flow,interaction_till_rain_cycle,interaction_ca_rain_cycle,interaction_till_rain_year,interaction_ca_rain_year,interaction_till_nitrogen,interaction_ca_nitrogen,interaction_till_area,interaction_ca_area,ratio_N_urea,ratio_N_manure,total_npk,sow_day_of_year,rain_cycle_squared,nitrogen_squared,area_squared,interaction_rain_nitrogen,interaction_rain_area,water_stress
F2006070011,Y06_07,Antsahamamy,lowland,10.0,till,Y0,N,N,0.0,0.0,100.0,11.0,62.2,15.4,1299.9,1331.2,4000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,11.0,0.0,10.0,0.0,11000.0,11000.0,100.0,359,1689740.0100000002,121.0,100.0,14298.900000000001,12999.0,0
F2006070012,Y06_07,Antsahamamy,hillside,19.0,till,Y0,N,N,5263.2,42.1,52.6,25.152,49.5,6.0,1307.7,1331.2,1184.2,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,49.5,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,25.152,0.0,19.0,0.0,0.5974204888244935,0.004778840861293346,52.6,352,1710079.29,632.623104,361.0,32891.2704,24846.3,0
F2006070013,Y06_07,Antsahamamy,hillside,7.0,ca,Y1,N,N,3571.4,85.7,285.7,70.849,103.5,294.1,1258.0,1331.2,1500.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,103.5,0.0,294.1,0.0,1258.0,0.0,1331.2,0.0,70.849,0.0,7.0,0.8266998051364628,0.019837873148380706,285.7,1,1582564.0,5019.580801000001,49.0,89128.042,8806.0,0
F2006070014,Y06_07,Antsahamamy,hillside,20.3,till,Y0,N,N,4926.1,0.0,118.2,13.002,111.3,280.0,1258.0,1331.2,3940.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,13.002,0.0,20.3,0.0,13002.0,0.0026394099511966966,118.2,364,1582564.0,169.052004,412.09000000000003,16356.516000000001,25537.4,0
F2006070015,Y06_07,Antsahamamy,lowland,10.0,till,Y0,N,N,2500.0,40.0,120.0,31.6,62.2,15.4,1299.9,1331.2,2000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,31.6,0.0,10.0,0.0,0.7899802504937378,0.012639994944002022,120.0,359,1689740.0100000002,998.5600000000001,100.0,41076.840000000004,12999.0,0
F2006070016,Y06_07,Antsahamamy,lowland,10.0,till,Y0,N,N,3500.0,40.0,120.0,31.6,62.2,15.4,1299.9,1331.2,2000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,31.6,0.0,10.0,0.0,0.7899802504937378,0.00902856884898033,120.0,359,1689740.0100000002,998.5600000000001,100.0,41076.840000000004,12999.0,0
F2006070018,Y06_07,Antsahamamy,hillside,30.0,ca,Y1,N,N,2500.0,33.3,133.3,29.981,44.7,6.0,1307.7,1331.2,1690.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,29.981,0.0,30.0,0.9003032941953697,0.011992395203041918,133.3,354,1710079.29,898.8603610000001,900.0,39206.1537,39231.0,0
F2006070019,Y06_07,Antsahamamy,hillside,25.0,ca,Y1,N,N,2750.0,72.0,148.0,49.4,72.3,280.0,1263.0,1331.2,3328.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,72.3,0.0,280.0,0.0,1263.0,0.0,1331.2,0.0,49.4,0.0,25.0,0.6861015819224733,0.017963629831407334,148.0,363,1595169.0,2440.3599999999997,625.0,62392.2,31575.0,0
F2006070020,Y06_07,Antsahamamy,hillside,5.0,ca,Y1,N,N,4000.0,50.0,150.0,39.5,69.1,294.1,1244.0,1331.2,3120.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,69.1,0.0,294.1,0.0,1244.0,0.0,1331.2,0.0,39.5,0.0,5.0,0.7899842003159937,0.009874997531250616,150.0,3,1547536.0,1560.25,25.0,49138.0,6220.0,0
F2006070021,Y06_07,Antsahamamy,hillside,26.0,till,Y0,N,N,4807.7,26.9,57.7,18.721,13.0,430.7,1308.7,1331.2,2692.3,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,13.0,0.0,430.7,0.0,1308.7,0.0,1331.2,0.0,18.721,0.0,26.0,0.0,0.6959220846808669,0.0038939609597185847,57.7,337,1712695.6900000002,350.475841,676.0,24500.1727,34026.200000000004,0
F2006070022,Y06_07,Antsahamamy,lowland,10.0,till,Y0,N,N,1666.7,0.0,50.0,5.5,62.2,15.4,1299.9,1331.2,3000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,5.5,0.0,10.0,0.0,5500.0,0.003299932021400359,50.0,359,1689740.0100000002,30.25,100.0,7149.450000000001,12999.0,0
F2006070023,Y06_07,Antsahamamy,hillside,6.0,till,Y0,N,N,6250.0,83.3,100.0,49.318,17.8,130.2,1312.5,1331.2,2100.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,17.8,0.0,130.2,0.0,1312.5,0.0,1331.2,0.0,49.318,0.0,6.0,0.0,0.5920457137369299,0.007890878737459401,100.0,346,1722656.25,2432.2651239999996,36.0,64729.875,7875.0,0
F2006070024,Y06_07,Antsahamamy,hillside,39.0,till,Y0,N,N,3846.2,35.9,148.7,32.871,25.6,52.5,1307.7,1331.2,2692.3,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,25.6,0.0,52.5,0.0,1307.7,0.0,1331.2,0.0,32.871,0.0,39.0,0.0,0.915601236734353,0.008546355221684983,148.7,350,1710079.29,1080.502641,1521.0,42985.40670000001,51000.3,0
F2006070025,Y06_07,Antsahamamy,hillside,50.0,ca,Y1,N,N,3500.0,0.0,60.0,6.6,17.8,113.8,1307.7,1331.2,1200.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,17.8,0.0,113.8,0.0,1307.7,0.0,1331.2,0.0,6.6,0.0,50.0,6599.999999999999,0.0018857137469389291,60.0,348,1710079.29,43.559999999999995,2500.0,8630.82,65385.0,0
F2006070026,Y06_07,Antsahamamy,hillside,38.0,till,Y0,N,N,1666.7,26.3,131.6,26.574,17.8,113.8,1307.7,1331.2,1600.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,17.8,0.0,113.8,0.0,1307.7,0.0,1331.2,0.0,26.574,0.0,38.0,0.0,1.010379833466408,0.015944071552126026,131.6,348,1710079.29,706.1774760000001,1444.0,34750.819800000005,49692.6,0
F2006070027,Y06_07,Antsahamamy,lowland,9.0,till,Y0,N,N,0.0,33.3,0.0,15.318,111.3,280.0,1258.0,1331.2,555.6,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,15.318,0.0,9.0,0.0,0.45998618660100304,15318.0,0.0,364,1582564.0,234.641124,81.0,19270.043999999998,11322.0,0
F2006070028,Y06_07,Antsahamamy,lowland,3.5,till,Y0,N,N,1666.7,85.7,85.7,48.849,111.3,280.0,1258.0,1331.2,1500.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,48.849,0.0,3.5,0.0,0.5699933489690902,0.02930879623879748,85.7,364,1582564.0,2386.224801,12.25,61452.041999999994,4403.0,0
F2006070029,Y06_07,Antsahamamy,hillside,6.8,till,Y0,N,N,4977.9,44.2,0.0,20.332,49.7,6.5,1307.7,1331.2,2064.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,49.7,0.0,6.5,0.0,1307.7,0.0,1331.2,0.0,20.332,0.0,6.8,0.0,0.4599895929956336,0.0040844524629959494,0.0,356,1710079.29,413.39022400000005,46.239999999999995,26588.156400000003,8892.36,0
F2006070030,Y06_07,Antsahamamy,lowland,16.7,till,Y0,N,N,11976.0,89.8,0.0,41.308,17.8,305.6,1323.0,1331.2,4191.6,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,17.8,0.0,305.6,0.0,1323.0,0.0,1331.2,0.0,41.308,0.0,16.7,0.0,0.45999487756261065,0.0034492315089152048,0.0,340,1750329.0,1706.350864,278.89,54650.484,22094.1,0
F2006070031,Y06_07,Antsahamamy,hillside,25.0,till,Y0,N,N,3225.8,72.0,100.0,44.12,111.3,280.0,1258.0,1331.2,1960.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,44.12,0.0,25.0,0.0,0.6127692670935125,0.01367722311450706,100.0,364,1582564.0,1946.5743999999997,625.0,55502.96,31450.0,0
F2006070032,Y06_07,Antsahamamy,hillside,26.8,till,Y0,N,N,1869.2,0.0,0.0,0.0,103.5,297.5,1258.0,1331.2,437.4,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,103.5,0.0,297.5,0.0,1258.0,0.0,1331.2,0.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,365,1582564.0,0.0,718.24,0.0,33714.4,0
F2006070033,Y06_07,Antsahamamy,hillside,35.0,till,Y0,N,N,2083.3,0.0,0.0,0.0,49.7,6.5,1307.7,1331.2,1702.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,49.7,0.0,6.5,0.0,1307.7,0.0,1331.2,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,356,1710079.29,0.0,1225.0,0.0,45769.5,0
F2006070034,Y06_07,Antsahamamy,hillside,19.0,till,Y0,N,N,4166.7,0.0,157.9,17.369,62.2,15.4,1299.9,1331.2,3947.4,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,17.369,0.0,19.0,0.0,17369.0,0.004168525651348633,157.9,359,1689740.0100000002,301.682161,361.0,22577.9631,24698.100000000002,0
F2006070035,Y06_07,Antsahamamy,hillside,20.0,till,Y0,N,N,3000.0,0.0,0.0,0.0,111.3,280.0,1258.0,1331.2,2000.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,364,1582564.0,0.0,400.0,0.0,25160.0,0
F2006070036,Y06_07,Antsahamamy,hillside,7.0,till,Y0,N,N,3571.4,71.4,0.0,32.844,44.7,6.0,1307.7,1331.2,800.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,32.844,0.0,7.0,0.0,0.45999355751320004,0.00919639099613849,0.0,355,1710079.29,1078.7283360000001,49.0,42950.0988,9153.9,0
F2006070037,Y06_07,Antsahamamy,hillside,10.0,till,Y0,N,N,0.0,30.0,50.0,19.3,200.4,196.6,1196.4,1331.2,1200.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,200.4,0.0,196.6,0.0,1196.4,0.0,1331.2,0.0,19.3,0.0,10.0,0.0,0.6433118896036799,19300.0,50.0,10,1431372.9600000002,372.49,100.0,23090.520000000004,11964.0,0
F2006070038,Y06_07,Antsahamamy,lowland,38.7,till,Y0,N,N,3571.4,0.0,10.3,1.133,17.8,88.8,1307.7,1331.2,1250.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,17.8,0.0,88.8,0.0,1307.7,0.0,1331.2,0.0,1.133,0.0,38.7,0.0,1133.0,0.0003172424491117071,10.3,349,1710079.29,1.283689,1497.6900000000003,1481.6241,50607.990000000005,0
F2006070039,Y06_07,Antsahamamy,hillside,9.0,till,Y0,N,N,5555.6,0.0,55.6,6.116,111.3,280.0,1258.0,1331.2,800.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,6.116,0.0,9.0,0.0,6115.999999999999,0.0011008709948752617,55.6,364,1582564.0,37.405455999999994,81.0,7693.928,11322.0,0
F2006070040,Y06_07,Antsahamamy,hillside,25.0,till,Y0,N,N,3571.4,60.0,120.0,40.8,49.5,6.0,1307.7,1331.2,1352.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,49.5,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,40.8,0.0,25.0,0.0,0.6799886668555524,0.011424088193960855,120.0,352,1710079.29,1664.6399999999999,625.0,53354.159999999996,32692.5,0
F2006070041,Y06_07,Antsahamamy,lowland,23.0,till,Y0,N,N,3928.6,52.2,147.8,40.27,13.0,427.8,1308.7,1331.2,1808.7,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,13.0,0.0,427.8,0.0,1308.7,0.0,1331.2,0.0,40.27,0.0,23.0,0.0,0.771441160131032,0.010250468296475005,147.8,336,1712695.6900000002,1621.6729000000003,529.0,52701.34900000001,30100.100000000002,0
F2006070042,Y06_07,Antsahamamy,lowland,45.0,ca,Y1,Y,Y,3225.8,0.0,66.7,7.337,44.7,6.0,1307.7,1331.2,1760.0,True,False,Antsahamamy,False,False,False,False,True,False,True,1,1,1,0.0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,7.337,0.0,45.0,7337.0,0.002274473843860796,66.7,354,1710079.29,53.831568999999995,2025.0,9594.5949,58846.5,0
F2006070043,Y06_07,Antsahamamy,hillside,30.0,till,Y0,N,N,3225.8,33.3,133.3,29.981,25.6,52.5,1307.7,1331.2,1800.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,25.6,0.0,52.5,0.0,1307.7,0.0,1331.2,0.0,29.981,0.0,30.0,0.0,0.9003032941953697,0.009294125707072444,133.3,350,1710079.29,898.8603610000001,900.0,39206.1537,39231.0,0
F2006070044,Y06_07,Antsahamamy,lowland,8.0,till,Y0,N,N,0.0,0.0,0.0,0.0,70.7,294.1,1242.5,1331.2,1875.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,70.7,0.0,294.1,0.0,1242.5,0.0,1331.2,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4,1543806.25,0.0,64.0,0.0,9940.0,0
F2006070045,Y06_07,Antsahamamy,lowland,10.0,till,Y0,N,N,3928.6,0.0,0.0,0.0,62.2,15.4,1299.9,1331.2,3000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,62.2,0.0,15.4,0.0,1299.9,0.0,1331.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,359,1689740.0100000002,0.0,100.0,0.0,12999.0,0
F2006070046,Y06_07,Antsahamamy,hillside,20.5,till,Y0,N,N,0.0,0.0,0.0,0.0,49.5,6.0,1307.7,1331.2,2706.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,49.5,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,353,1710079.29,0.0,420.25,0.0,26807.850000000002,0
F2006070047,Y06_07,Antsahamamy,hillside,90.0,till,Y0,N,N,4166.7,0.0,66.7,7.337,66.7,280.0,1263.0,1331.2,3000.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,66.7,0.0,280.0,0.0,1263.0,0.0,1331.2,0.0,7.337,0.0,90.0,0.0,7337.0,0.0017608654904683585,66.7,362,1595169.0,53.831568999999995,8100.0,9266.631,113670.0,0
F2006070048,Y06_07,Antsahamamy,hillside,38.0,till,Y0,N,N,4605.3,26.3,131.6,26.574,44.7,6.0,1307.7,1331.2,2200.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,26.574,0.0,38.0,0.0,1.010379833466408,0.005770306870278403,131.6,354,1710079.29,706.1774760000001,1444.0,34750.819800000005,49692.6,0
F2006070049,Y06_07,Antsahamamy,lowland,9.8,till,Y0,N,N,0.0,30.7,51.1,19.743,17.8,179.0,1325.5,1331.2,2290.4,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,17.8,0.0,179.0,0.0,1325.5,0.0,1331.2,0.0,19.743,0.0,9.8,0.0,0.643073515520667,19742.999999999996,51.1,342,1756950.25,389.78604899999993,96.04000000000002,26169.3465,12989.900000000001,0
F2006070050,Y06_07,Antsahamamy,hillside,12.0,till,Y0,N,N,6250.0,33.3,0.0,15.318,44.7,6.0,1307.7,1331.2,1283.3,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,15.318,0.0,12.0,0.0,0.45998618660100304,0.0024508796078592625,0.0,354,1710079.29,234.641124,144.0,20031.3486,15692.400000000001,0
F2006070051,Y06_07,Antsahamamy,hillside,10.0,till,Y0,N,N,2500.0,0.0,0.0,0.0,65.2,225.5,1263.0,1331.2,2020.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,65.2,0.0,225.5,0.0,1263.0,0.0,1331.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,361,1595169.0,0.0,100.0,0.0,12630.0,0
F2006070052,Y06_07,Antsahamamy,hillside,13.4,till,Y0,Y,N,4650.3,37.2,0.0,17.112,49.5,6.0,1307.7,1331.2,4166.7,False,True,Antsahamamy,False,False,False,False,True,True,False,0,1,0,49.5,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,17.112,0.0,13.4,0.0,0.4599876347410015,0.003679761804665977,0.0,352,1710079.29,292.8205439999999,179.56,22377.362399999998,17523.18,0
F2006070053,Y06_07,Antsahamamy,hillside,16.0,till,Y0,N,N,4687.5,43.8,0.0,20.148,17.8,179.0,1325.5,1331.2,1837.5,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,17.8,0.0,179.0,0.0,1325.5,0.0,1331.2,0.0,20.148,0.0,16.0,0.0,0.4599894979566677,0.004298239083042329,0.0,342,1756950.25,405.94190399999997,256.0,26706.174,21208.0,0
F2006070054,Y06_07,Antsahamamy,lowland,6.0,till,Y0,N,N,4166.7,33.3,83.3,24.481,111.3,280.0,1258.0,1331.2,3500.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,24.481,0.0,6.0,0.0,0.7351430887961324,0.005875391586773325,83.3,364,1582564.0,599.3193610000001,36.0,30797.098,7548.0,0
F2006070055,Y06_07,Antsahamamy,hillside,8.9,till,Y0,N,N,5605.4,0.0,0.0,0.0,17.8,305.6,1323.0,1331.2,1748.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,17.8,0.0,305.6,0.0,1323.0,0.0,1331.2,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,340,1750329.0,0.0,79.21000000000001,0.0,11774.7,0
F2006070056,Y06_07,Antsahamamy,lowland,30.0,till,Y0,N,N,3500.0,0.0,33.3,3.663,44.7,6.0,1307.7,1331.2,1866.7,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,44.7,0.0,6.0,0.0,1307.7,0.0,1331.2,0.0,3.663,0.0,30.0,0.0,3662.9999999999995,0.0010465711295511058,33.3,354,1710079.29,13.417568999999999,900.0,4790.1051,39231.0,0
F2006070057,Y06_07,Antsahamamy,lowland,30.0,till,Y0,N,N,3125.0,0.0,33.3,3.663,111.3,280.0,1258.0,1331.2,2000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,3.663,0.0,30.0,0.0,3662.9999999999995,0.0011721596249089198,33.3,364,1582564.0,13.417568999999999,900.0,4608.054,37740.0,0
F2006070058,Y06_07,Antsahamamy,lowland,9.0,till,Y0,N,N,2777.8,55.6,0.0,25.576,17.8,305.6,1323.0,1331.2,1244.4,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,17.8,0.0,305.6,0.0,1323.0,0.0,1331.2,0.0,25.576,0.0,9.0,0.0,0.4599917267675042,0.009207283027113893,0.0,340,1750329.0,654.1317760000001,81.0,33837.048,11907.0,0
F2006070059,Y06_07,Antsahamamy,lowland,33.0,till,Y0,N,N,4166.7,30.3,60.6,20.604,13.0,430.7,1308.7,1331.2,3636.4,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,13.0,0.0,430.7,0.0,1308.7,0.0,1331.2,0.0,20.604,0.0,33.0,0.0,0.6799775584964192,0.004944919253865348,60.6,337,1712695.6900000002,424.524816,1089.0,26964.4548,43187.1,0
F2006070060,Y06_07,Antsahamamy,lowland,21.0,till,Y0,N,N,1666.7,47.6,47.6,27.132,111.3,280.0,1258.0,1331.2,1500.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,111.3,0.0,280.0,0.0,1258.0,0.0,1331.2,0.0,27.132,0.0,21.0,0.0,0.5699880254616501,0.0162788646553881,47.6,364,1582564.0,736.145424,441.0,34132.056000000004,26418.0,0
F2006070061,Y06_07,Antsahamamy,hillside,20.0,till,Y0,N,N,4166.7,50.0,125.0,36.75,185.6,284.7,1196.4,1331.2,1300.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,185.6,0.0,284.7,0.0,1196.4,0.0,1331.2,0.0,36.75,0.0,20.0,0.0,0.7349853002939941,0.008819927323798852,125.0,9,1431372.9600000002,1350.5625,400.0,43967.700000000004,23928.0,0
F2006070063,Y06_07,Antsahamamy,lowland,8.0,till,Y0,N,N,3928.6,0.0,37.5,4.125,66.7,280.0,1263.0,1331.2,3000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,66.7,0.0,280.0,0.0,1263.0,0.0,1331.2,0.0,4.125,0.0,8.0,0.0,4125.0,0.0010499920964231286,37.5,362,1595169.0,17.015625,64.0,5209.875,10104.0,0
